status_num,expected_amount,location,platform,platform_type,capital,year
0,1469700.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2019
1,1469127.0,Біла Церква,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1469088.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,1469088.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,1468200.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1467934.0,Дніпро,Unknown,Громадський бюджет,Культурний,2021
0,1467603.0,Житомир,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1467593.0,Київ,Unknown,Громадський бюджет,Людський,2021
0,1465375.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2017
1,1465360.0,Харків,Unknown,Громадський бюджет,Інфраструктурний,2019
1,1465245.0,Харків,Unknown,Громадський бюджет,Культурний,2019
0,1465200.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,1465000.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1464748.0,Одеса,Unknown,Громадський бюджет,Людський,2018
0,1464000.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2017
1,1463090.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1462928.0,Київ,Unknown,Громадський бюджет,Людський,2017
1,1462653.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1462460.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1460404.0,Харків,Unknown,Громадський бюджет,Людський,2019
0,1460010.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2020
1,1460000.0,Харків,Unknown,Громадський бюджет,Інфраструктурний,2019
1,1459996.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1459995.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1459982.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1459759.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1456529.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1455970.0,Дніпро,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1454716.0,Дніпро,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1454220.0,Рівне,Unknown,Громадський бюджет,Соціальний,2018
0,1453852.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1452800.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1452581.0,Дніпро,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1451500.0,Житомир,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1451320.0,Харків,Unknown,Громадський бюджет,Людський,2019
0,1450080.0,Херсон,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
1,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
1,1450000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
1,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1450000.0,Тернопіль,Unknown,Громадський бюджет,Людський,2020
1,1450000.0,Тернопіль,Unknown,Громадський бюджет,Людський,2020
1,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
1,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
1,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
1,1450000.0,Тернопіль,Unknown,Громадський бюджет,Людський,2020
1,1450000.0,Тернопіль,Unknown,Громадський бюджет,Людський,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1450000.0,Рівне,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Людський,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Людський,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Людський,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1450000.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Людський,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1450000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Рівне,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Людський,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Соціальний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1450000.0,Тернопіль,Unknown,Громадський бюджет,Культурний,2019
0,1449998.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1449990.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1449987.0,Дніпро,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1449929.0,Дніпро,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1449815.0,Дніпро,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1449679.0,Дніпро,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1449595.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1449500.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1449000.0,Рівне,Unknown,Громадський бюджет,Культурний,2018
1,1448616.0,Дніпро,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1448220.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1448161.0,Дніпро,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1448160.0,Київ,Unknown,Громадський бюджет,Людський,2021
0,1446500.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1445885.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,1445509.0,Дніпро,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1445069.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1444970.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1444610.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1444200.0,Херсон,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1442186.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,1441700.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2020
1,1440000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
1,1440000.0,Рівне,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1440000.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1440000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1440000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1440000.0,Херсон,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1440000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1438400.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1437859.0,Суми,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1437000.0,Житомир,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1436546.0,Тернопіль,Unknown,Громадський бюджет,Соціальний,2018
1,1436000.0,Херсон,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1435000.0,Житомир,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1434000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1432092.0,Київ,Unknown,Громадський бюджет,Людський,2021
0,1431318.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1430617.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1430000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1429959.0,Житомир,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1429902.0,Київ,Unknown,Громадський бюджет,Людський,2018
0,1429400.0,Тернопіль,Unknown,Громадський бюджет,Культурний,2019
0,1429000.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1427654.0,Київ,Unknown,Громадський бюджет,Людський,2017
1,1426636.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1426000.0,Рівне,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1425871.0,Дніпро,Unknown,Громадський бюджет,Людський,2021
0,1425824.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1425400.0,Харків,Unknown,Громадський бюджет,Людський,2019
0,1425300.0,Харків,Unknown,Громадський бюджет,Людський,2019
1,1425000.0,Київ,Unknown,Громадський бюджет,Соціальний,2021
1,1424900.0,Харків,Unknown,Громадський бюджет,Інфраструктурний,2019
1,1424580.0,Київ,Unknown,Громадський бюджет,Людський,2021
0,1422650.0,Чернігів,Unknown,Громадський бюджет,Культурний,2017
1,1420550.0,Харків,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1419044.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1418150.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1417000.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1416775.0,Житомир,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1415000.0,Харків,Unknown,Громадський бюджет,Культурний,2019
0,1414500.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1414200.0,Мелітополь,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1413662.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1412400.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1411600.0,Житомир,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1410000.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1410000.0,Тернопіль,Unknown,Громадський бюджет,Культурний,2020
0,1409290.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1406560.0,Херсон,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1406010.0,Київ,Unknown,Громадський бюджет,Людський,2017
0,1405000.0,Харків,Unknown,Громадський бюджет,Людський,2019
0,1404240.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,1404000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1404000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1403000.0,Рівне,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1401600.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
1,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
1,1400000.0,Ужгород,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
1,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1400000.0,Херсон,Unknown,Громадський бюджет,Інфраструктурний,2019
1,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
1,1400000.0,Харків,Unknown,Громадський бюджет,Культурний,2019
1,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1400000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
1,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
1,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1400000.0,Полтава,Unknown,Громадський бюджет,Культурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Культурний,2018
0,1400000.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Соціальний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Соціальний,2020
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1400000.0,Тернопіль,Unknown,Громадський бюджет,Культурний,2020
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Соціальний,2020
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1400000.0,Полтава,Unknown,Громадський бюджет,Соціальний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Соціальний,2021
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1400000.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Соціальний,2020
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Культурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1400000.0,Полтава,Unknown,Громадський бюджет,Соціальний,2020
1,1399999.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1399999.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1399998.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1399928.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1399912.0,Полтава,Unknown,Громадський бюджет,Соціальний,2020
1,1399904.0,Полтава,Unknown,Громадський бюджет,Соціальний,2019
1,1399825.0,Кривий Ріг,Unknown,Громадський бюджет,Людський,2018
1,1399500.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1399370.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1399137.0,Полтава,Unknown,Громадський бюджет,Соціальний,2021
0,1399078.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1398600.0,Полтава,Unknown,Громадський бюджет,Соціальний,2019
0,1398400.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2019
1,1398399.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1398399.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1398000.0,Київ,Unknown,Громадський бюджет,Людський,2018
1,1397978.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1397400.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1396500.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1396247.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2018
1,1395700.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2019
1,1395241.0,Київ,Unknown,Громадський бюджет,Соціальний,2018
0,1395000.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2017
1,1394700.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1394486.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1392773.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2017
1,1392000.0,Київ,Велика Ідея,Краудфандинг,Соціальний,2020
1,1391550.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
1,1390800.0,Київ,Unknown,Громадський бюджет,Культурний,2021
0,1390300.0,Полтава,Unknown,Громадський бюджет,Соціальний,2018
1,1390224.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1390000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1389000.0,Полтава,Unknown,Громадський бюджет,Культурний,2021
0,1388640.0,Полтава,Unknown,Громадський бюджет,Людський,2018
0,1388038.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,1387248.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1387248.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1387050.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1383990.0,Дніпро,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1383000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1382400.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1380500.0,Чернігів,Unknown,Громадський бюджет,Соціальний,2018
0,1380224.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1380009.0,Дніпро,Unknown,Громадський бюджет,Соціальний,2021
1,1379000.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2021
1,1376965.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1375860.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1375750.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1373912.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1373000.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1372471.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1371999.0,Кривий Ріг,Unknown,Громадський бюджет,Людський,2021
0,1371709.0,Кривий Ріг,Unknown,Громадський бюджет,Людський,2021
0,1371398.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1371363.0,Кривий Ріг,Unknown,Громадський бюджет,Людський,2021
1,1371065.0,Кривий Ріг,Unknown,Громадський бюджет,Людський,2021
0,1371000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1369500.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2017
1,1369032.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1367587.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2017
1,1365924.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1365000.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1365000.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1361236.0,Ужгород,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1361034.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1361034.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1361034.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1360202.0,Херсон,Unknown,Громадський бюджет,Людський,2019
1,1360000.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1359179.0,Дніпро,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1358988.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1358334.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1357685.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1354200.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1354200.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1354200.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,1350000.0,Одеса,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1350000.0,Полтава,Unknown,Громадський бюджет,Соціальний,2020
0,1350000.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2020
0,1348500.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1348175.0,Житомир,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1347540.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1345000.0,Рівне,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1344900.0,Житомир,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1344605.0,Київ,Unknown,Громадський бюджет,Культурний,2018
0,1344000.0,Чернігів,Unknown,Громадський бюджет,Соціальний,2018
0,1340000.0,Харків,Unknown,Громадський бюджет,Людський,2019
0,1339820.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1338000.0,Київ,Unknown,Громадський бюджет,Культурний,2019
0,1337700.0,Київ,Unknown,Громадський бюджет,Людський,2021
1,1337245.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1336800.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2017
0,1335000.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2016
0,1334952.0,Херсон,Unknown,Громадський бюджет,Інфраструктурний,2019
0,1334480.0,Харків,Unknown,Громадський бюджет,Соціальний,2019
0,1334100.0,Полтава,Unknown,Громадський бюджет,Інфраструктурний,2021
0,1333596.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2018
0,1330000.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2018
